timestamp,filename,url,status,message
2026-01-09T16:56:09,2025.acl-long.bib,https://aclanthology.org/volumes/2025.acl-long.bib,SUCCESS,
2026-01-09T17:20:44,2025.acl-long.bib,https://aclanthology.org/volumes/2025.acl-long.bib,SUCCESS,
2026-01-09T17:20:45,2025.acl-short.bib,https://aclanthology.org/volumes/2025.acl-short.bib,SUCCESS,
2026-01-09T17:20:46,2025.acl-demo.bib,https://aclanthology.org/volumes/2025.acl-demo.bib,SUCCESS,
2026-01-09T17:20:46,2025.acl-srw.bib,https://aclanthology.org/volumes/2025.acl-srw.bib,SUCCESS,
2026-01-09T17:20:47,2025.acl-tutorials.bib,https://aclanthology.org/volumes/2025.acl-tutorials.bib,SUCCESS,
2026-01-09T17:20:47,2025.acl-industry.bib,https://aclanthology.org/volumes/2025.acl-industry.bib,SUCCESS,
2026-01-09T17:20:48,2024.acl-long.bib,https://aclanthology.org/volumes/2024.acl-long.bib,SUCCESS,
2026-01-09T17:20:49,2024.acl-short.bib,https://aclanthology.org/volumes/2024.acl-short.bib,SUCCESS,
2026-01-09T17:20:49,2024.acl-demos.bib,https://aclanthology.org/volumes/2024.acl-demos.bib,SUCCESS,
2026-01-09T17:20:50,2024.acl-srw.bib,https://aclanthology.org/volumes/2024.acl-srw.bib,SUCCESS,
2026-01-09T17:20:50,2024.acl-tutorials.bib,https://aclanthology.org/volumes/2024.acl-tutorials.bib,SUCCESS,
2026-01-09T17:20:51,2023.acl-long.bib,https://aclanthology.org/volumes/2023.acl-long.bib,SUCCESS,
2026-01-09T17:20:52,2023.acl-short.bib,https://aclanthology.org/volumes/2023.acl-short.bib,SUCCESS,
2026-01-09T17:20:53,2023.acl-demo.bib,https://aclanthology.org/volumes/2023.acl-demo.bib,SUCCESS,
2026-01-09T17:20:53,2023.acl-srw.bib,https://aclanthology.org/volumes/2023.acl-srw.bib,SUCCESS,
2026-01-09T17:20:54,2023.acl-industry.bib,https://aclanthology.org/volumes/2023.acl-industry.bib,SUCCESS,
2026-01-09T17:20:54,2023.acl-tutorials.bib,https://aclanthology.org/volumes/2023.acl-tutorials.bib,SUCCESS,
2026-01-09T17:20:55,2022.acl-long.bib,https://aclanthology.org/volumes/2022.acl-long.bib,SUCCESS,
2026-01-09T17:20:56,2022.acl-short.bib,https://aclanthology.org/volumes/2022.acl-short.bib,SUCCESS,
2026-01-09T17:20:56,2022.acl-srw.bib,https://aclanthology.org/volumes/2022.acl-srw.bib,SUCCESS,
2026-01-09T17:20:57,2022.acl-demo.bib,https://aclanthology.org/volumes/2022.acl-demo.bib,SUCCESS,
2026-01-09T17:20:57,2022.acl-tutorials.bib,https://aclanthology.org/volumes/2022.acl-tutorials.bib,SUCCESS,
2026-01-09T17:20:58,2021.acl-long.bib,https://aclanthology.org/volumes/2021.acl-long.bib,SUCCESS,
2026-01-09T17:20:59,2021.acl-short.bib,https://aclanthology.org/volumes/2021.acl-short.bib,SUCCESS,
2026-01-09T17:21:00,2021.acl-srw.bib,https://aclanthology.org/volumes/2021.acl-srw.bib,SUCCESS,
2026-01-09T17:21:00,2021.acl-demo.bib,https://aclanthology.org/volumes/2021.acl-demo.bib,SUCCESS,
2026-01-09T17:21:01,2021.acl-tutorials.bib,https://aclanthology.org/volumes/2021.acl-tutorials.bib,SUCCESS,
